Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_E1	NI9205_E2	NI9205_E3	NI9205_E4	NI9205_E5	NI9205_E6	NI9205_E7	NI9205_MP1l	NI9205_MP2l	NI9205_MP3l	NI9205_MP4l	NI9205_MP5l	NI9205_MP6l	NI9205_MP7l	NI9205_Power1	NI9205_Power2	NI9205_Arc1	NI9205_Penning1	NI9205_Penning2	NI9205_Penning	NI9205_MP8l	T1	T2	T3	T4
305	8.486	0.0000001803	77.04	318.6	0.02998	0.02883	0.1147	0.1584	0.1734	0.1292	8.486	7.501	7.173	8.814	8.157	8.157	9.47	301.7	219.4	0.04952	0.0000001803	0.0000002321	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
306	8.486	0.0000001807	79.07	327.5	0.03095	0.02976	0.1177	0.1627	0.1781	0.132	8.486	7.173	7.173	8.814	8.486	8.486	8.157	309.2	225.3	0.07053	0.0000001807	0.0000002319	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
307	8.486	0.0000001804	81.05	333.2	0.03137	0.03021	0.1194	0.1654	0.1807	0.134	8.486	7.173	7.501	8.486	8.157	8.157	8.157	324.3	236.1	0.04886	0.0000001804	0.0000002321	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
308	8.157	0.0000001801	86.12	339.1	0.03184	0.03066	0.1215	0.1679	0.1843	0.1362	8.157	7.501	7.501	8.814	8.157	7.829	9.47	334.1	243.3	0.04427	0.0000001801	0.0000002317	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
309	8.157	0.0000001802	90.37	343.7	0.03232	0.03104	0.1233	0.1709	0.1872	0.1381	8.157	7.173	7.501	8.486	8.157	7.829	8.814	345.9	251.5	0.04788	0.0000001802	0.0000002317	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
310	9.47	0.0000001799	94.19	349	0.03272	0.03144	0.1248	0.1731	0.1899	0.1396	9.47	7.829	7.829	8.814	7.829	7.829	9.142	356.1	259	0.04689	0.0000001799	0.0000002314	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
311	8.157	0.0000001801	94.53	353.4	0.03313	0.03186	0.1263	0.1754	0.1923	0.1412	8.157	7.501	7.829	8.814	8.814	9.47	10.46	363	265.3	0.05444	0.0000001801	0.0000002319	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
312	8.486	0.0000001798	95.38	359.4	0.03359	0.03225	0.1281	0.1778	0.1947	0.1431	8.486	7.173	7.173	8.486	8.157	7.829	10.13	373.5	271.8	0.0528	0.0000001798	0.0000002309	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
313	11.77	0.0000001799	93.94	363.7	0.03402	0.03263	0.1299	0.1801	0.1976	0.145	11.77	10.46	9.799	12.1	11.44	9.799	8.814	383.6	284	0.05214	0.0000001799	0.0000002312	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
314	9.142	0.0000001799	98.87	368.2	0.03438	0.03312	0.1312	0.1824	0.2007	0.1469	9.142	8.157	8.157	9.142	9.142	9.142	11.11	392.5	290.2	0.05313	0.0000001799	0.0000002313	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
315	8.157	0.0000001793	100.1	372.8	0.0348	0.03343	0.133	0.1851	0.203	0.1489	8.157	7.173	7.173	8.486	8.157	7.829	8.814	403.7	298.7	0.05543	0.0000001793	0.0000002312	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
316	10.13	0.00000018	101.9	381.3	0.03608	0.03482	0.1353	0.1892	0.2075	0.152	10.13	8.814	8.814	10.13	9.142	9.47	10.13	412.5	304.9	0.05411	0.00000018	0.0000002314	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
317	11.77	0.0000001799	106.1	385.3	0.0365	0.03525	0.137	0.1915	0.2104	0.1543	11.77	11.11	10.13	11.77	12.1	11.77	10.13	429.2	316.4	0.05805	0.0000001799	0.0000002309	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
318	8.814	0.00000018	108.4	391	0.03698	0.03566	0.139	0.194	0.2133	0.1562	8.814	7.829	7.829	9.47	8.814	8.486	9.142	438.7	324.6	0.05641	0.00000018	0.0000002312	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
319	10.13	0.0000001798	111.1	396.1	0.03741	0.03605	0.1402	0.1969	0.2168	0.1582	10.13	7.829	7.501	8.814	9.142	8.486	8.814	449.9	333.1	0.05969	0.0000001798	0.0000002314	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
320	11.77	0.0000001797	115.5	401.2	0.03785	0.0364	0.142	0.1994	0.2191	0.1601	11.77	11.11	10.78	12.42	11.77	10.78	9.142	463	341.7	0.05805	0.0000001797	0.0000002312	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
321	10.78	0.0000001795	121.1	404.4	0.03833	0.03682	0.1432	0.2014	0.2212	0.162	10.78	9.142	8.486	9.47	8.814	8.157	8.814	473.2	348.9	0.04722	0.0000001795	0.0000002309	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
322	9.799	0.0000001799	120.1	408.1	0.03861	0.03716	0.1447	0.2038	0.2238	0.1638	9.799	9.142	9.142	10.13	9.799	9.799	10.46	480.7	357.1	0.04722	0.0000001799	0.0000002314	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
323	10.46	0.0000001801	122.5	412.8	0.03905	0.03761	0.1464	0.206	0.2264	0.1655	10.46	8.486	8.486	10.46	9.47	9.799	10.46	492.5	364.3	0.04492	0.0000001801	0.0000002311	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
324	8.157	0.0000001791	126.8	416.8	0.03954	0.03798	0.1481	0.2081	0.2285	0.1672	8.157	7.173	7.173	8.814	8.157	7.501	9.142	502.7	371.2	0.04328	0.0000001791	0.0000002307	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
325	8.157	0.000000179	129.5	420.1	0.03992	0.03844	0.1496	0.2099	0.2306	0.1691	8.157	7.173	7.173	8.814	8.157	7.501	9.47	513.2	378.4	0.04394	0.000000179	0.0000002302	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
326	9.799	0.0000001791	131	424.3	0.04035	0.03882	0.1511	0.2128	0.2332	0.1705	9.799	8.157	7.501	9.47	8.157	7.829	9.47	522.7	385.6	0.05017	0.0000001791	0.0000002304	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
327	9.799	0.0000001794	136.3	429.4	0.04086	0.03946	0.1528	0.2146	0.2355	0.1723	9.799	8.486	8.157	9.799	8.814	8.486	9.47	532.9	392.8	0.04427	0.0000001794	0.0000002309	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
328	10.46	0.0000001794	138.2	435.4	0.04296	0.04185	0.1559	0.2181	0.2396	0.1756	10.46	8.486	7.501	9.47	8.814	8.486	9.47	543.4	400.4	0.04164	0.0000001794	0.0000002309	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
329	9.47	0.0000001793	140.6	439.3	0.04344	0.04238	0.1572	0.2205	0.2419	0.1772	9.47	8.814	9.142	10.46	9.142	8.814	9.142	560.1	413.2	0.0528	0.0000001793	0.0000002309	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
330	10.13	0.0000001793	145.4	443.3	0.04414	0.04291	0.1592	0.2228	0.2438	0.1789	10.13	9.142	9.47	10.78	10.46	10.13	10.13	570.2	420.7	0.05838	0.0000001793	0.0000002311	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
331	11.44	0.0000001791	147.1	447.7	0.04461	0.04341	0.1608	0.2245	0.2461	0.1803	11.44	10.46	9.799	11.77	12.42	11.44	9.799	580.7	428.2	0.04788	0.0000001791	0.0000002304	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
332	8.486	0.0000001792	150.9	450.2	0.04513	0.04386	0.1619	0.2264	0.2481	0.1822	8.486	7.173	6.844	8.486	8.157	7.173	8.157	591.6	435.8	0.06331	0.0000001792	0.0000002307	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
333	11.77	0.0000001792	152.5	453.1	0.04542	0.04435	0.1636	0.2278	0.2494	0.1833	11.77	10.46	10.46	12.1	12.75	11.77	9.799	598.1	442	0.04952	0.0000001792	0.0000002309	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
334	8.157	0.0000001789	155.8	458.2	0.04604	0.04488	0.1654	0.2296	0.26	0.1849	8.157	7.173	7.501	8.814	8.157	7.501	9.799	607	447.3	0.05772	0.0000001789	0.0000002304	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
335	9.142	0.0000001793	155.8	461.3	0.04663	0.04553	0.1669	0.2314	0.254	0.1868	9.142	8.486	8.486	9.799	9.142	8.486	9.47	615.5	455.1	0.04361	0.0000001793	0.0000002306	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
336	9.47	0.0000001794	159.4	465.1	0.04717	0.04618	0.1684	0.2334	0.2559	0.188	9.47	8.814	8.814	10.46	9.47	9.47	10.13	624	461	0.04919	0.0000001794	0.0000002309	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
337	7.829	0.0000001789	161.5	467.7	0.04768	0.04672	0.1698	0.2346	0.2571	0.1895	7.829	7.173	7.173	8.157	7.829	7.829	8.157	632.9	466.6	0.09088	0.0000001789	0.0000002306	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
338	10.46	0.0000001791	164.6	471.3	0.04821	0.04732	0.1705	0.2359	0.2587	0.1905	10.46	9.47	9.142	10.46	10.46	10.13	10.46	642.1	472.8	0.0377	0.0000001791	0.0000002309	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
339	10.46	0.0000001794	165.3	474.8	0.04871	0.04794	0.1721	0.2377	0.2603	0.1921	10.46	9.47	9.142	11.11	10.78	9.799	10.13	648.3	478.7	0.04459	0.0000001794	0.0000002307	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
340	11.11	0.0000001791	168.9	478.6	0.04941	0.04855	0.1734	0.2392	0.2621	0.1933	11.11	10.13	9.799	11.44	11.77	11.44	11.11	657.5	484.7	0.05379	0.0000001791	0.0000002303	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
341	9.799	0.0000001786	170.8	481.5	0.04988	0.04908	0.1746	0.2405	0.2633	0.1943	9.799	7.829	7.173	8.814	7.829	7.829	10.13	664	490.9	0.03606	0.0000001786	0.0000002301	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
342	8.157	0.0000001787	170.6	484.6	0.05058	0.04981	0.1763	0.2417	0.2648	0.1955	8.157	6.844	6.844	8.814	7.829	7.501	9.799	671.2	496.8	0.05608	0.0000001787	0.0000002297	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
343	9.47	0.0000001786	173.7	489.4	0.05261	0.05249	0.1781	0.2438	0.2674	0.1978	9.47	8.157	8.157	8.814	9.142	8.486	12.1	678.1	501	0.0853	0.0000001786	0.0000002304	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
344	10.13	0.0000001789	174.8	492.3	0.05337	0.05318	0.1792	0.245	0.269	0.1986	10.13	9.47	9.47	11.44	10.46	9.799	10.13	689.3	508.9	0.05149	0.0000001789	0.0000002303	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
345	8.486	0.0000001787	177	496.6	0.05401	0.05393	0.1806	0.2465	0.2711	0.1999	8.486	7.829	7.501	9.142	8.814	8.157	10.78	696.5	515.5	0.08103	0.0000001787	0.0000002301	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
346	11.11	0.0000001789	181.1	499.4	0.05468	0.05468	0.1825	0.2478	0.2717	0.2011	11.11	10.13	9.799	11.77	11.44	11.11	11.11	706	519.4	0.04624	0.0000001789	0.0000002302	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
347	10.46	0.0000001786	184.7	502.2	0.05529	0.05549	0.1832	0.249	0.2729	0.2022	10.46	9.799	9.47	11.11	11.44	10.13	10.13	710.3	523.7	0.0505	0.0000001786	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
348	10.13	0.0000001786	184.7	506	0.05587	0.05613	0.1844	0.25	0.2742	0.2034	10.13	8.814	8.157	9.142	8.486	8.157	10.13	714.9	527.6	0.04919	0.0000001786	0.0000002299	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
349	8.486	0.0000001785	187.5	508.4	0.05665	0.05685	0.1854	0.2507	0.2752	0.204	8.486	7.173	7.173	8.486	7.829	7.501	10.46	722.1	531.9	0.05543	0.0000001785	0.0000002299	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
350	9.142	0.0000001785	189.8	511.1	0.05758	0.05767	0.1868	0.2518	0.2767	0.2051	9.142	7.829	7.501	8.486	7.829	7.829	8.814	729.3	535.8	0.1093	0.0000001785	0.0000002297	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
351	8.486	0.0000001784	191.4	513.7	0.05783	0.05869	0.188	0.2528	0.2781	0.2064	8.486	6.844	7.501	8.486	7.829	7.501	9.142	734.2	540.4	0.04755	0.0000001784	0.0000002299	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
352	8.814	0.0000001782	191.8	516.4	0.05843	0.05937	0.189	0.2533	0.279	0.2069	8.814	7.501	7.501	8.814	7.829	7.173	9.47	739.1	544.3	0.04492	0.0000001782	0.0000002296	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
353	9.47	0.0000001784	194.8	521.5	0.06095	0.06237	0.1913	0.2554	0.282	0.2088	9.47	8.486	8.157	9.799	8.814	8.814	10.46	743.7	546.6	0.05805	0.0000001784	0.0000002304	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
354	9.799	0.0000001785	192.4	523.8	0.06178	0.06329	0.1921	0.2563	0.2822	0.2095	9.799	8.814	8.486	10.13	8.814	9.47	10.78	753.2	554.8	0.05805	0.0000001785	0.0000002302	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
355	9.799	0.0000001785	198.2	526.9	0.06274	0.06443	0.194	0.2577	0.2836	0.2108	9.799	9.142	8.157	9.47	8.814	9.142	9.47	758.1	557.1	0.04755	0.0000001785	0.0000002304	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
356	8.814	0.0000001786	198.4	529	0.06382	0.06541	0.1952	0.2584	0.2852	0.2117	8.814	10.13	9.47	10.78	9.47	8.157	10.13	763.4	561.4	0.102	0.0000001786	0.0000002298	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
357	7.829	0.0000001783	200.1	531.6	0.06479	0.06641	0.1968	0.259	0.2857	0.2129	7.829	6.844	6.844	8.157	7.829	7.501	8.486	770	565.7	0.08628	0.0000001783	0.0000002299	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
358	11.11	0.0000001778	200.8	535	0.06531	0.06734	0.1984	0.2601	0.2872	0.2131	11.11	10.13	9.799	11.44	10.46	9.799	9.47	772.9	569.9	0.04262	0.0000001778	0.0000002292	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
359	9.799	0.0000001784	202.7	537.9	0.0663	0.06817	0.199	0.2607	0.2884	0.2144	9.799	8.486	8.157	9.142	8.814	8.814	9.47	777.5	571.9	0.08202	0.0000001784	0.0000002298	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
360	9.799	0.0000001779	205.6	540.1	0.06723	0.06949	0.2001	0.2618	0.2896	0.2151	9.799	8.814	7.829	9.142	9.142	7.501	9.47	782.7	574.5	0.04853	0.0000001779	0.0000002294	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
361	10.46	0.0000001783	206.1	543.7	0.06834	0.07032	0.2017	0.2628	0.291	0.2163	10.46	9.799	9.47	10.78	10.78	10.78	10.46	787.7	578.4	0.05838	0.0000001783	0.0000002299	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
362	10.13	0.0000001783	209.2	547.2	0.07162	0.07364	0.2037	0.2643	0.2932	0.217	10.13	9.47	8.814	10.78	10.13	10.46	10.13	792.6	580.7	0.04098	0.0000001783	0.0000002301	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
363	8.486	0.000000178	208	551.1	0.07282	0.07479	0.2053	0.2657	0.2946	0.2184	8.486	7.501	7.173	8.486	7.829	7.501	9.47	800.1	587.3	0.03869	0.000000178	0.0000002292	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
364	11.77	0.000000178	212.4	554	0.07405	0.07599	0.2071	0.2658	0.2957	0.219	11.77	10.46	9.799	11.77	10.78	10.78	9.799	805.4	589.6	0.0551	0.000000178	0.0000002296	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
365	8.814	0.000000178	212.8	556	0.07524	0.07714	0.2082	0.2668	0.2973	0.2205	8.814	7.173	7.501	8.486	7.501	7.501	9.142	810.3	593.9	0.06626	0.000000178	0.0000002292	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
366	8.157	0.0000001779	214.2	558.6	0.07662	0.07826	0.2101	0.2676	0.2984	0.2206	8.157	7.173	7.501	8.486	7.501	7.501	8.814	812.9	596.1	0.04952	0.0000001779	0.0000002292	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
367	10.46	0.0000001784	213.7	561.3	0.07767	0.07923	0.2119	0.2686	0.2997	0.2215	10.46	10.13	9.47	11.11	11.11	10.13	10.13	817.8	600.4	0.04	0.0000001784	0.0000002299	0.004761	9.167	1413.11	1413.11	1413.11	1413.11
368	11.44	0.0000001783	215.3	564.4	0.07879	0.08062	0.2133	0.2692	0.301	0.2223	11.44	10.78	10.13	11.77	11.44	10.78	10.78	820.5	602.7	0.05247	0.0000001783	0.0000002299	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
369	10.46	0.0000001784	217.3	568.9	0.08024	0.08146	0.2145	0.2699	0.3025	0.2233	10.46	9.47	9.799	11.11	11.11	10.13	10.13	825.7	605	0.0679	0.0000001784	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
370	9.47	0.0000001782	216.9	569.9	0.08162	0.08277	0.216	0.2705	0.304	0.2241	9.47	8.157	7.829	9.142	9.142	8.157	8.814	830	609.3	0.08694	0.0000001782	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
371	11.77	0.0000001777	219.9	574.4	0.08615	0.08736	0.2183	0.2724	0.3066	0.2252	11.77	10.78	9.47	10.13	9.47	8.486	9.47	835.2	611.2	0.04427	0.0000001777	0.000000229	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
372	11.44	0.0000001782	219.4	576.2	0.08834	0.08827	0.2201	0.2735	0.3086	0.2259	11.44	10.13	10.78	12.1	11.77	11.11	10.46	843.1	617.8	0.07086	0.0000001782	0.0000002296	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
373	11.11	0.0000001783	225.7	582	0.09087	0.09029	0.2225	0.2746	0.3111	0.2269	11.11	10.13	9.799	11.77	11.44	11.44	10.78	847.7	618.1	0.06659	0.0000001783	0.0000002301	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
374	9.799	0.0000001782	226.3	583.4	0.0924	0.09188	0.2249	0.2753	0.312	0.2283	9.799	8.157	8.814	9.799	8.814	9.47	9.799	852.6	622.4	0.04689	0.0000001782	0.0000002297	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
375	8.814	0.0000001778	228.7	587.8	0.09321	0.09313	0.2257	0.2764	0.3141	0.2286	8.814	7.501	7.829	8.486	7.501	7.173	9.142	855.9	625	0.05674	0.0000001778	0.0000002292	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
376	11.44	0.000000178	229.8	589.2	0.09474	0.09455	0.2275	0.2771	0.3152	0.2299	11.44	10.13	9.799	11.77	10.78	10.13	9.142	858.5	627	0.05346	0.000000178	0.0000002292	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
377	8.814	0.0000001775	230.5	592.2	0.09668	0.09603	0.2294	0.2781	0.3172	0.2302	8.814	7.173	7.501	8.486	7.829	7.501	9.47	863.4	629.3	0.04328	0.0000001775	0.0000002294	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
378	11.11	0.0000001777	231.3	595.8	0.09885	0.09768	0.2311	0.2796	0.3182	0.2312	11.11	8.814	8.157	9.47	9.142	7.829	10.13	869	633.9	0.04328	0.0000001777	0.0000002294	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
379	8.486	0.0000001774	233	592.7	0.09683	0.0961	0.2295	0.2781	0.3172	0.2306	8.486	7.501	7.501	9.142	7.829	7.501	8.486	871.6	636.2	0.05543	0.0000001774	0.0000002292	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
380	9.47	0.0000001782	237.2	589.2	0.09496	0.09455	0.2276	0.2778	0.3153	0.2295	9.47	8.486	8.814	10.46	8.814	9.47	9.799	871.6	633.5	0.04985	0.0000001782	0.0000002296	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
381	8.486	0.0000001775	237.1	587.8	0.0931	0.0931	0.2258	0.2764	0.3138	0.2289	8.486	7.501	7.501	8.486	7.501	7.173	10.13	869	632.2	0.04427	0.0000001775	0.0000002291	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
382	9.142	0.0000001779	235.1	585.7	0.09152	0.0921	0.2241	0.2754	0.3126	0.2276	9.142	9.142	8.157	9.47	8.486	8.814	9.142	866.4	629.3	0.04722	0.0000001779	0.0000002294	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
383	11.44	0.000000178	230.8	581.7	0.0899	0.09076	0.2227	0.2749	0.3111	0.2271	11.44	14.07	14.39	15.05	13.74	17.35	20.96	858.8	627	0.1198	0.000000178	0.0000002294	0.004761	9.823	1413.11	1413.11	1413.11	1413.11
384	7.829	0.0000001779	232.7	577.4	0.08792	0.08897	0.2208	0.2735	0.3085	0.2258	7.829	7.501	6.844	8.486	8.157	8.486	8.486	855.9	622.7	0.08202	0.0000001779	0.0000002296	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
385	11.77	0.0000001778	230.8	574.9	0.08633	0.08781	0.2186	0.2733	0.3068	0.2253	11.77	10.46	10.13	11.77	11.77	11.11	9.799	853.2	620.4	0.06101	0.0000001778	0.0000002294	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
386	9.799	0.0000001782	229.2	570.1	0.08143	0.08277	0.2164	0.2708	0.304	0.2239	9.799	9.142	8.814	10.46	9.799	9.799	10.13	845.4	615.5	0.05444	0.0000001782	0.0000002299	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
387	10.46	0.000000178	230.1	567.1	0.07998	0.08156	0.2146	0.27	0.3023	0.2231	10.46	8.157	7.829	8.814	8.157	8.157	9.799	843.1	611.2	0.06134	0.000000178	0.0000002292	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
388	8.157	0.0000001776	223.5	564.4	0.0786	0.08075	0.2133	0.2694	0.3011	0.2228	8.157	7.173	7.173	8.486	7.829	7.173	8.814	835.5	609.3	0.04	0.0000001776	0.000000229	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
389	12.1	0.0000001776	225.1	562.4	0.07714	0.07938	0.2113	0.2688	0.2996	0.2217	12.1	10.78	10.13	11.77	12.1	11.11	9.142	830.6	605	0.0505	0.0000001776	0.0000002294	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
390	12.42	0.0000001778	223.7	559.1	0.07635	0.07854	0.2101	0.2675	0.2986	0.2206	12.42	10.78	10.78	12.1	12.75	11.44	11.11	828	602.7	0.04853	0.0000001778	0.0000002298	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
391	10.13	0.0000001778	221.3	555.5	0.07542	0.07681	0.2088	0.2669	0.297	0.2202	10.13	9.142	8.814	10.78	10.13	9.799	10.13	822.8	600.4	0.04821	0.0000001778	0.0000002297	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
392	9.799	0.0000001777	221.1	552.5	0.07429	0.07608	0.2073	0.2661	0.2959	0.2193	9.799	8.157	7.829	9.799	8.486	8.486	9.799	820.1	596.1	0.05477	0.0000001777	0.0000002297	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
393	8.814	0.0000001778	217.8	551.1	0.07317	0.0747	0.2054	0.2651	0.2949	0.2179	8.814	7.501	7.173	8.814	8.814	8.486	8.486	812.6	593.9	0.07414	0.0000001778	0.0000002297	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
394	8.486	0.0000001774	219.6	547.9	0.0719	0.07329	0.2038	0.2642	0.2933	0.2173	8.486	7.173	7.173	8.814	7.829	7.173	10.13	810	589.6	0.04886	0.0000001774	0.0000002292	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
395	10.46	0.0000001779	216	542.9	0.06877	0.0701	0.2018	0.2625	0.291	0.2157	10.46	8.814	9.142	10.46	10.13	9.799	10.78	805.7	587.3	0.04853	0.0000001779	0.0000002299	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
396	9.799	0.0000001782	217.2	540.5	0.06694	0.06943	0.2001	0.2614	0.2892	0.2153	9.799	9.47	8.157	9.799	8.486	8.486	9.142	800.1	580.7	0.04	0.0000001782	0.0000002296	0.004761	9.167	1413.11	1413.11	1413.11	1413.11
397	7.829	0.0000001777	212.4	537.9	0.06575	0.06853	0.1989	0.2608	0.2885	0.2137	7.829	7.173	7.173	8.486	7.501	7.173	8.486	792.9	578.8	0.04985	0.0000001777	0.0000002294	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
398	8.814	0.0000001774	212.2	535	0.06505	0.06747	0.1976	0.2596	0.2875	0.2135	8.814	7.501	7.501	8.814	8.157	7.501	9.47	788.3	574.2	0.05411	0.0000001774	0.0000002292	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
399	11.11	0.0000001777	208.6	531.8	0.0641	0.06654	0.1964	0.2593	0.2859	0.2123	11.11	10.13	9.799	11.44	10.78	10.78	9.47	782.7	572.5	0.04853	0.0000001777	0.0000002296	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
400	11.77	0.0000001777	208.4	530.9	0.06309	0.0657	0.1951	0.2582	0.2847	0.2113	11.77	10.46	10.46	11.77	11.77	11.11	10.78	778.2	567.9	0.06363	0.0000001777	0.0000002294	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
401	8.157	0.0000001773	205.8	526.9	0.06252	0.06472	0.194	0.2575	0.2836	0.2106	8.157	7.173	7.173	8.486	7.501	7.173	9.47	772.6	566	0.06363	0.0000001773	0.0000002291	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
402	8.157	0.0000001777	205.1	523.6	0.06143	0.06397	0.1925	0.2564	0.2822	0.2093	8.157	6.844	6.844	8.486	7.829	7.501	8.486	768	561.4	0.05937	0.0000001777	0.0000002294	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
403	8.814	0.0000001774	203.5	520.1	0.06068	0.06259	0.1913	0.2552	0.2808	0.2083	8.814	7.501	7.501	8.814	7.829	7.501	10.13	763.7	557.5	0.04295	0.0000001774	0.0000002287	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
404	11.11	0.000000178	202.8	516.6	0.05839	0.05953	0.1893	0.2534	0.2793	0.207	11.11	8.814	8.814	10.46	8.814	8.814	9.799	759.1	553.2	0.05149	0.000000178	0.0000002298	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
405	11.44	0.0000001775	198.5	512.7	0.05776	0.05874	0.1883	0.2529	0.2779	0.2061	11.44	10.46	9.799	11.11	10.78	9.799	9.47	751.6	548.9	0.05772	0.0000001775	0.0000002291	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
406	11.44	0.0000001776	197.6	510.9	0.0571	0.05806	0.1869	0.2518	0.2769	0.2054	11.44	10.78	10.13	12.1	12.42	11.44	10.46	744	544.3	0.05182	0.0000001776	0.0000002297	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
